OBJECTID,Borough,Type,Latitude,Longitude,X,Y,Location_T,Remarks,City,SSID,SourceID,Activated,BoroCode,Borough Name,Neighborhood Tabulation Area Code (NTACODE),Neighborhood Tabulation Area (NTA),Council Distrcit,Postcode,BoroCD,Census Tract,BCTCB2010,BIN,BBL,DOITT_ID,"Location (Lat, Long)"
9673,3,Limited Free,40.658,-73.94723,998891.3263,179007.9399,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,9/9/9999,3,Brooklyn,BK60,Prospect Lefferts Gardens-Wingate,40,11203,309,810,810,0,0,868,"(40.6580000003, -73.9472300004)"
11657,3,Limited Free,40.5977,-74.00027,984175.0192,157034.6315,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,9/9/9999,3,Brooklyn,BK27,Bath Beach,43,11214,311,292,292,0,3064900024,1213,"(40.5976999998, -74.0002700005)"
12242,1,Free,40.740573,-73.981729,989313.1149,209087.8571,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000272,1/26/2016,1,Manhattan,MN20,Murray Hill-Kips Bay,2,10010,106,66,66,1019844,1009060060,3125,"(40.7405729999, -73.9817289996)"
11317,2,Limited Free,40.842046,-73.894094,1013553.127,246075.1595,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,9/9/9999,2,Bronx,BX99,park-cemetery-etc-Bronx,17,10457,203,163,163,0,0,1292,"(40.8420460002, -73.8940939998)"
10724,1,Free,40.74861534,-73.99248875,986331.2068,212017.4996,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-008689,12/9/2016,1,Manhattan,MN17,Midtown-Midtown South,3,10001,105,101,101,1014343,1007800040,3830,"(40.7486153397, -73.9924887502)"
11965,4,Free,40.741506,-73.906524,1010152.961,209441.0713,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-018153,6/26/2017,4,Queens,QN63,Woodside,26,11377,402,245,245,4454475,4023137500,4513,"(40.7415059999, -73.906524)"
11860,1,Free,40.82285389,-73.95329055,997177.7671,239068.4983,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-011182,4/20/2018,1,Manhattan,MN04,Hamilton Heights,7,10031,109,225,225,1062310,1020870090,4024,"(40.8228538899, -73.9532905501)"
11876,1,Free,40.835729,-73.940075,1000832.223,243761.5988,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-011295,12/2/2016,1,Manhattan,MN36,Washington Heights South,7,10032,112,245,245,1062868,1021200030,4040,"(40.8357290003, -73.9400749998)"
11795,1,Free,40.734036,-73.991208,986686.6083,206705.816,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-014316,11/10/2016,1,Manhattan,MN23,West Village,2,10003,102,61,61,1080130,1005647500,4415,"(40.7340359998, -73.9912080005)"
10304,3,Free,40.656384,-74.002053,983680.3699,178414.7827,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-021526,9/5/2017,3,Brooklyn,BK32,Sunset Park West,38,11232,307,101,101,3010094,3006810000,4709,"(40.656384, -74.0020530005)"
12755,1,Free,40.76487454,-73.98073089,989587.7554,217941.7538,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-003358,11/11/2016,1,Manhattan,MN17,Midtown-Midtown South,4,10019,105,137,137,1024878,1010277500,3682,"(40.7648745404, -73.9807308903)"
12285,3,Free,40.658911,-73.960426,995229.874,179337.9127,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-001080,5/11/2018,3,Brooklyn,BK60,Prospect Lefferts Gardens-Wingate,40,11225,309,798,798,3115044,3050340000,3468,"(40.6589110001, -73.9604260003)"
12440,1,Free,40.79404227,-73.97256708,991845.8926,228569.1459,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-001503,7/7/2016,1,Manhattan,MN12,Upper West Side,6,10025,107,183,183,1033687,1012420060,3525,"(40.7940422696, -73.9725670799)"
10711,1,Free,40.73177664,-73.98813515,987538.3274,205882.7609,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-008226,12/2/2016,1,Manhattan,MN22,East Village,2,10003,103,40,40,1006826,1004670000,3817,"(40.7317766402, -73.9881351497)"
9601,4,Free,40.755727,-73.944583,999603.2262,214613.2746,Indoor AP - Community Center - Computer Rm,Free - Up to 25 mbs Wi-Fi Service,Queens,Quensbridge Connected,NYC HOUSING AUTHORITY,5/1/2018,4,Queens,QN68,Queensbridge-Ravenswood-Long Island City,26,11101,401,25,25,4433386,4004700100,4746,"(40.755727, -73.9445830001)"
10771,1,Free,40.804138,-73.937594,1001526.956,232252.3377,Subway Station,SN 392,New York,TransitWirelessWiFi,,9/9/9999,1,Manhattan,MN34,East Harlem North,8,10035,111,196,196,0,0,1592,"(40.8041379997, -73.9375940006)"
9733,4,Limited Free,40.733142,-73.870981,1020006.698,206406.3139,Outdoor TWC Aerial,3 free 10 min sessions,Queens,GuestWiFi,0,9/9/9999,4,Queens,QN29,Elmhurst,25,11373,404,475,475,0,0,933,"(40.7331420001, -73.8709810001)"
9858,3,Free,40.692723,-73.983025,988957.3557,191654.5688,Outdoor,,Brooklyn,Downtown Brooklyn WiFi,,9/9/9999,3,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,33,11201,302,15,15,0,3020600008,1000,"(40.6927230002, -73.9830250002)"
11088,1,Free,40.80873329,-73.95209309,997512.0017,233924.0368,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-013353,7/20/2017,1,Manhattan,MN11,Central Harlem South,9,10027,110,222,222,1058592,1019280060,4285,"(40.8087332904, -73.9520930895)"
12023,3,Free,40.713913,-73.944206,999717.3769,199379.1892,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-012117,4/28/2017,3,Brooklyn,BK90,East Williamsburg,34,11211,301,497,497,3322922,3027650000,4110,"(40.7139130004, -73.944206)"
9882,3,Free,40.692417,-73.987117,987822.6152,191542.8906,Outdoor,,Brooklyn,Downtown Brooklyn WiFi,,9/9/9999,3,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,33,11201,302,11,11,3335897,3001470001,1026,"(40.692417, -73.987117)"
10664,1,Free,40.78081899,-73.98157091,989353.8385,223750.7999,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000954,11/1/2017,1,Manhattan,MN12,Upper West Side,6,10023,107,163,163,1030724,1011660020,3422,"(40.7808189904, -73.98157091)"
11807,1,Free,40.73274736,-73.98610741,988100.2567,206236.5072,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-014438,10/28/2016,1,Manhattan,MN22,East Village,2,10003,103,40,40,1006902,1004690020,4427,"(40.7327473603, -73.9861074097)"
12178,1,Free,40.7367472,-73.98160829,989346.8576,207694.0043,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-012649,4/11/2018,1,Manhattan,MN21,Gramercy,2,10010,106,64,64,1020543,1009270000,4193,"(40.7367472, -73.9816082901)"
12004,1,Free,40.84475573,-73.93684737,1001722.99,247051.0004,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-011822,9/9/9999,1,Manhattan,MN36,Washington Heights South,10,10033,112,261,261,1063150,1021310000,4091,"(40.8447557297, -73.9368473698)"
9899,3,Free,40.689997,-73.992,986468.5795,190661.0521,Outdoor,,Brooklyn,Downtown Brooklyn WiFi,,9/9/9999,3,Brooklyn,BK09,Brooklyn Heights-Cobble Hill,33,11201,302,9,9,3388736,3002777501,305,"(40.6899969998, -73.9919999997)"
11848,1,Free,40.82312447,-73.938202,1001353.753,239169.6667,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-011149,9/22/2017,1,Manhattan,MN03,Central Harlem North-Polo Grounds,9,10039,110,234,234,1060534,1020330030,4012,"(40.8231244696, -73.9382020003)"
10470,3,Limited Free,40.604383,-73.931063,1003392.322,159476.9521,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,9/9/9999,3,Brooklyn,BK99,park-cemetery-etc-Brooklyn,46,11229,318,666,666,0,0,848,"(40.604383, -73.9310629997)"
9788,1,Free,40.7895412,-73.96964431,992655.7456,226929.518,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-010682,9/9/9999,1,Manhattan,MN12,Upper West Side,6,10024,107,177,177,1031595,1012040000,4905,"(40.7895411998, -73.9696443102)"
11934,3,Free,40.671355,-73.957793,995958.22,183871.9528,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-018092,9/9/9999,3,Brooklyn,BK61,Crown Heights North,35,11238,308,217,217,3029659,3011810050,4482,"(40.6713549996, -73.9577929997)"
10364,2,Limited Free,40.825815,-73.927731,1004250.989,240152.1424,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,9/9/9999,2,Bronx,BX63,West Concourse,8,10451,204,63,63,2003018,2024900001,219,"(40.8258150004, -73.9277309995)"
11558,1,Limited Free,40.757418,-73.965084,993923.1988,215226.4325,Indoor,3 free 10 min sessions,New York,GuestWiFi,0,9/9/9999,1,Manhattan,MN19,Turtle Bay-East Midtown,5,10022,106,108,108,1078235,1013470038,1082,"(40.7574180004, -73.965084)"
10175,3,Free,40.68455252,-73.99476547,985701.771,188677.4114,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-020783,11/21/2017,3,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,33,11231,306,69,69,3006482,3004080000,4631,"(40.6845525198, -73.9947654703)"
12684,1,Free,40.76056304,-73.98751478,987708.7673,216370.5919,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000560,4/15/2016,1,Manhattan,MN15,Clinton,3,10036,104,127,127,1025100,1010380030,3261,"(40.7605630403, -73.9875147795)"
10148,1,Free,40.801527,-73.952822,997311.6323,231298.422,Outdoor,,New York,Harlem Wi-Fi,,9/9/9999,1,Manhattan,MN11,Central Harlem South,9,10026,110,216,216,1055032,1018230058,576,"(40.8015270001, -73.9528220005)"
12055,1,Free,40.7574068,-73.97825829,990273.3682,215221.1713,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-012405,10/20/2017,1,Manhattan,MN17,Midtown-Midtown South,4,10020,105,96,96,1034506,1012640030,4142,"(40.7574067997, -73.9782582898)"
11028,1,Free,40.76389092,-73.96208669,994752.5587,217585.0741,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-012805,4/11/2018,1,Manhattan,MN31,Lenox Hill-Roosevelt Island,4,10065,108,118,118,1043870,1014197500,4225,"(40.7638909196, -73.9620866905)"
10287,4,Free,40.69809542,-73.83484675,1030045.111,193654.6144,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-021399,9/1/2017,4,Queens,QN54,Richmond Hill,29,11418,409,124,124,4194946,4093030010,4692,"(40.6980954203, -73.8348467495)"
11209,1,Free,40.74960493,-73.9755338,991028.9605,212378.8965,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-013724,12/5/2016,1,Manhattan,MN20,Murray Hill-Kips Bay,4,10017,106,80,80,1036148,1012950030,4334,"(40.7496049297, -73.9755337995)"
11865,4,Free,40.7488692,-73.8729333,1019457.322,212135.436,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-011205,9/8/2017,4,Queens,QN28,Jackson Heights,21,11372,403,273,273,4431438,4014810040,4029,"(40.748869202, -73.8729332959)"
10647,1,Free,40.774757,-73.982507,989095.0346,221542.1593,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000929,7/19/2016,1,Manhattan,MN14,Lincoln Square,6,10023,107,153,153,1028839,1011387500,3405,"(40.774757, -73.9825069995)"
10795,2,Free,40.805368,-73.914042,1008046.831,232705.9917,Subway Station,SN 375,Bronx,TransitWirelessWiFi,,9/9/9999,2,Bronx,BX39,Mott Haven-Port Morris,8,10454,201,2702,2702,0,0,1617,"(40.8053679999, -73.9140419999)"
11385,1,Free,40.796092,-73.961454,994922.6611,229317.0926,Subway Station,SN 156,New York,TransitWirelessWiFi,,9/9/9999,1,Manhattan,MN99,park-cemetery-etc-Manhattan,6,10025,164,143,143,0,0,1585,"(40.796092, -73.9614539999)"
12615,1,Free,40.830876,-73.946986,998920.9073,241992.2388,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-002073,8/4/2016,1,Manhattan,MN04,Hamilton Heights,7,10031,109,237,237,1062212,1020840000,3615,"(40.8308759996, -73.9469860003)"
12051,1,Free,40.768649,-73.967597,993225.4788,219317.9873,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-012370,6/9/2017,1,Manhattan,MN40,Upper East Side-Carnegie Hill,4,10065,108,122,122,1041213,1013820020,4138,"(40.7686489997, -73.9675969997)"
10093,4,Free,40.75780343,-73.9393093,1001063.775,215370.753,Library,,Long Island City,QBPL_WIRELESS,,9/9/9999,4,Queens,QN68,Queensbridge-Ravenswood-Long Island City,26,11101,401,43,43,4463561,4003630001,519,"(40.757803428, -73.939309302)"
12787,1,Free,40.81515,-73.954837,996751.2037,236261.4691,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-004822,6/14/2017,1,Manhattan,MN06,Manhattanville,7,10027,109,213,213,1059604,1019690000,3714,"(40.81515, -73.9548369997)"
12849,1,Free,40.774855,-73.956665,996252.4724,221580.3492,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000862,3/30/2016,1,Manhattan,MN32,Yorkville,5,10075,108,138,138,1048509,1015250000,3353,"(40.7748550003, -73.9566650005)"
12423,3,Free,40.707739,-73.93985,1000926.504,197130.6137,Subway Station,SN 124,Brooklyn,TransitWirelessWiFi,,9/9/9999,3,Brooklyn,BK78,Bushwick South,34,11206,301,493,493,0,0,1755,"(40.7077389996, -73.9398500001)"
10696,1,Free,40.755335,-73.968041,993104.2625,214467.2148,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-007638,2/8/2018,1,Manhattan,MN19,Turtle Bay-East Midtown,4,10022,106,98,98,1039628,1013430050,3802,"(40.7553349997, -73.9680410002)"
10499,1,Free,40.74259125,-74.00506496,982846.4798,209822.6841,Outdoor,,New York,CICFreeWiFi,,9/9/9999,1,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3,10011,104,83,83,0,0,68,"(40.7425912548, -74.005064964)"
9752,3,Free,40.693493,-73.9766352,990729.2433,191935.5105,Outdoor,,Brooklyn,DowntownBrooklynWiFi_Fon,,9/9/9999,3,Brooklyn,BK68,Fort Greene,35,11205,302,2901,2901,3335246,3020400001,664,"(40.6934930003, -73.9766352003)"
10639,1,Free,40.76587983,-73.96358324,994337.6908,218309.5237,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000918,4/22/2016,1,Manhattan,MN40,Upper East Side-Carnegie Hill,4,10065,108,120,120,1042435,1014000040,3397,"(40.7658798298, -73.9635832397)"
12329,1,Free,40.790235,-73.974793,991229.9575,227181.841,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-001486,10/25/2017,1,Manhattan,MN12,Upper West Side,6,10024,107,175,175,1033308,1012370020,3512,"(40.7902349997, -73.9747929999)"
11987,2,Free,40.81503931,-73.92988537,1003657.893,236225.6854,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Bronx,LinkNYC Free Wi-Fi,LINK-018222,6/28/2017,2,Bronx,BX63,West Concourse,8,10451,201,63,63,2001025,2023440080,4535,"(40.8150393101, -73.9298853698)"
12638,3,Free,40.68844943,-73.98247226,989110.9483,190097.6123,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-002526,1/30/2017,3,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,33,11201,302,37,37,3000461,3001610000,3638,"(40.6884494303, -73.98247226)"
9914,3,Free,40.58699996,-73.95542836,996629.8092,153139.4838,Library,,Brooklyn,BPLUNWIRED,,9/9/9999,3,Brooklyn,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,48,11235,315,606,606,3204896,3074580020,324,"(40.5869999561, -73.9554283575)"
12726,1,Free,40.76151071,-73.97274462,991800.4216,216716.7887,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000756,6/14/2017,1,Manhattan,MN17,Midtown-Midtown South,4,10022,105,102,102,1035775,1012910050,3303,"(40.7615107141, -73.9727446193)"
11363,4,Free,40.756312,-73.913333,1008260.795,214833.4306,Subway Station,SN 270,Queens,TransitWirelessWiFi,,9/9/9999,4,Queens,QN70,Astoria,26,11103,401,153,153,0,0,1563,"(40.7563120003, -73.9133330004)"
12222,1,Free,40.74828704,-73.97653468,990751.7708,211898.6724,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000233,3/18/2016,1,Manhattan,MN20,Murray Hill-Kips Bay,4,10016,106,80,80,1019099,1008930040,3105,"(40.7482870437, -73.9765346796)"
11241,1,Free,40.80943715,-73.95184032,997581.8345,234180.5163,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-010341,10/14/2016,1,Manhattan,MN11,Central Harlem South,9,10027,110,257,257,1059275,1019500030,3871,"(40.8094371503, -73.9518403198)"
9737,3,Free,40.695009,-73.9795472,989921.594,192487.6318,Outdoor,,Brooklyn,DowntownBrooklynWiFi_Fon,,9/9/9999,3,Brooklyn,BK68,Fort Greene,35,11205,302,2901,2901,3335233,3020340001,649,"(40.6950089997, -73.9795471995)"
11571,4,Limited Free,40.68716,-73.769815,1048088.107,189711.2246,Outdoor,3 free 10 min sessions,Queens,GuestWiFi,0,9/9/9999,4,Queens,QN08,St. Albans,27,11434,412,426,426,0,4124060180,1125,"(40.6871599997, -73.769815)"
10937,1,Free,40.809559,-73.943417,999913.5966,234226.3046,Outdoor,,New York,Harlem Wi-Fi,,9/9/9999,1,Manhattan,MN03,Central Harlem North-Polo Grounds,9,10027,110,208,208,1053680,1017260006,771,"(40.8095590001, -73.9434169996)"
12659,1,Free,40.75528084,-73.99137086,986640.7111,214445.9852,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000522,4/11/2016,1,Manhattan,MN15,Clinton,3,10018,104,115,115,1013646,1007620040,3236,"(40.7552808399, -73.9913708599)"
11453,1,Free,40.71950376,-73.98947427,987167.7294,201411.3229,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-010872,12/28/2016,1,Manhattan,MN27,Chinatown,1,10002,103,18,18,1005303,1004100000,3949,"(40.7195037597, -73.9894742696)"
12887,3,Free,40.675659,-73.963553,994359.7439,185439.3057,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-005782,2/12/2018,3,Brooklyn,BK64,Prospect Heights,35,11238,308,205,205,3028883,3011600050,3741,"(40.6756590004, -73.9635529999)"
12455,1,Free,40.79904235,-73.96880907,992885.798,230391.1971,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-001555,11/3/2017,1,Manhattan,MN12,Upper West Side,6,10025,107,191,191,1056548,1018740050,3540,"(40.7990423498, -73.9688090703)"
10792,1,Free,40.803967,-73.966847,993428.355,232185.619,Subway Station,SN 308,New York,TransitWirelessWiFi,,9/9/9999,1,Manhattan,MN09,Morningside Heights,7,10025,107,195,195,0,0,1614,"(40.8039669996, -73.9668470005)"
10423,3,Free,40.690883,-73.989635,987124.4089,190983.9166,Outdoor,,Brooklyn,Downtown Brooklyn WiFi,,9/9/9999,3,Brooklyn,BK09,Brooklyn Heights-Cobble Hill,33,11201,302,9,9,3002642,3002697501,283,"(40.6908829998, -73.9896349995)"
11818,1,Free,40.737627,-73.980968,989524.2303,208014.5811,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-014610,7/19/2017,1,Manhattan,MN21,Gramercy,2,10010,106,64,64,1088559,1009287500,4438,"(40.737627, -73.9809679999)"
10767,3,Limited Free,40.694769,-73.91851,1006847.384,192410.0417,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,9/9/9999,3,Brooklyn,BK78,Bushwick South,37,11221,304,417,417,0,3033240001,1318,"(40.6947690002, -73.9185100003)"
10968,1,Free,40.7721,-73.9771,990592.8636,220574.4706,Outdoor,,New York,attwifi,,9/9/9999,1,Manhattan,MN99,park-cemetery-etc-Manhattan,6,10023,164,143,143,0,1011110001,1,"(40.7721000001, -73.9771000004)"
11411,1,Free,40.749567,-73.98795,987588.7499,212364.3604,Subway Station,SN 12,New York,TransitWirelessWiFi,,9/9/9999,1,Manhattan,MN17,Midtown-Midtown South,4,10001,105,101,101,0,0,1522,"(40.749567, -73.9879499996)"
9650,3,Free,40.707581,-73.95531649,996638.4713,197070.4839,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-021241,1/22/2019,3,Brooklyn,BK73,North Side-South Side,34,11211,301,527,527,3331238,3024630040,4849,"(40.7075810003, -73.9553164898)"
9843,1,Limited Free,40.824131,-73.942464,1000173.924,239535.5787,Indoor,3 free 10 min sessions,New York,GuestWiFi,0,9/9/9999,1,Manhattan,MN04,Hamilton Heights,9,10039,110,231,231,1084164,1020520001,983,"(40.8241309998, -73.9424640006)"
10230,4,Limited Free,40.582957,-73.817185,1035030.051,151716.3728,Outdoor,3 free 10 min sessions,Queens,GuestWiFi,0,9/9/9999,4,Queens,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,32,11693,414,94201,94201,0,4161890050,1106,"(40.5829570001, -73.8171849997)"
12256,1,Free,40.746217,-73.977614,990452.9056,211144.4108,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000296,5/5/2017,1,Manhattan,MN20,Murray Hill-Kips Bay,2,10016,106,78,78,1020174,1009150060,3139,"(40.7462169998, -73.9776139995)"
9754,1,Free,40.78461205,-73.97340729,991614.2901,225133.3214,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-010633,9/9/9999,1,Manhattan,MN12,Upper West Side,6,10024,107,169,169,1031213,1011970000,4871,"(40.7846120502, -73.9734072903)"
11625,1,Limited Free,40.731351,-73.99684,985125.7955,205727.48,Outdoor,3 free 10 min sessions,New York,GuestWiFi,0,9/9/9999,1,Manhattan,MN23,West Village,1,10003,102,59,59,0,0,1180,"(40.7313510002, -73.9968399996)"
10657,1,Free,40.77814804,-73.98225464,989164.6804,222777.6434,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000944,8/3/2017,1,Manhattan,MN14,Lincoln Square,6,10023,107,159,159,1030418,1011630030,3415,"(40.7781480403, -73.9822546394)"
11769,4,Free,40.7491117,-73.87062416,1020097,212224.7223,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-011115,9/8/2017,4,Queens,QN28,Jackson Heights,21,11372,403,273,273,4036618,4014830040,4005,"(40.7491116999, -73.8706241603)"
12909,3,Free,40.67640751,-73.96361018,994343.7698,185712.0026,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-006140,1/5/2018,3,Brooklyn,BK64,Prospect Heights,35,11238,308,205,205,3028877,3011600040,3763,"(40.6764075102, -73.9636101801)"
10411,1,Free,40.799435,-73.950994,997818.1563,230536.5111,Outdoor,,New York,Harlem Wi-Fi,,9/9/9999,1,Manhattan,MN11,Central Harlem South,9,10026,110,186,186,1083312,1015960001,267,"(40.799435, -73.950994)"
11394,2,Free,40.813224,-73.929849,1003668.49,235564.3111,Subway Station,SN 391,Bronx,TransitWirelessWiFi,,9/9/9999,2,Bronx,BX39,Mott Haven-Port Morris,8,10451,201,51,51,0,0,1505,"(40.8132239996, -73.9298490005)"
9773,1,Free,40.78962178,-73.97002379,992550.6543,226958.8398,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-012545,9/9/9999,1,Manhattan,MN12,Upper West Side,6,10024,107,177,177,1083226,1012210030,4890,"(40.7896217796, -73.9700237905)"
10611,2,Free,40.84183354,-73.88597436,1015799.85,246000.5727,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Bronx,LinkNYC Free Wi-Fi,LINK-010198,7/12/2018,2,Bronx,BX17,East Tremont,17,10460,206,36502,36502,2010153,2029600040,4803,"(40.8418335401, -73.8859743595)"
10642,1,Free,40.76983868,-73.98250198,989096.7826,219750.2515,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000922,9/30/2016,1,Manhattan,MN14,Lincoln Square,3,10023,107,145,145,1027193,1011130050,3400,"(40.7698386803, -73.9825019806)"
11828,1,Free,40.81991621,-73.94055195,1000704.153,238000.3318,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-014645,9/15/2017,1,Manhattan,MN03,Central Harlem North-Polo Grounds,9,10030,110,232,232,1060430,1020280020,4448,"(40.8199162104, -73.9405519497)"
