CB Link ID,Borough,Community Board,Council District,Latitude,Longitude,Project Status,Street Address,Postcode,Link Site ID,Link Smoke Tested and Activated (A),Link Installation (A),Neighborhood Tabulation Area (NTA),Building Identification Number (BIN),Borough-Block-Lot (BBL),Census Tract (CT),Cross Street 1,Cross Street 2,IxN Corner,GF Permit Application ID,Location
LINK-000899,Manhattan,111,8,40.79148064,-73.94489482,Live,1918 3 AVENUE,10029,mn-11-120224,03/23/2016 12:00:00 AM,02/22/2016 12:00:00 AM,East Harlem South,1052005,1016330040,1017200,EAST 106 STREET,EAST 105 STREET,SW,,"(40.79148064, -73.94489482)"
LINK-020775,Brooklyn,301,34,40.705768,-73.94303,Live,119 GRAHAM AVENUE,11206,bk-01-145856,08/10/2017 12:00:00 AM,06/27/2017 12:00:00 AM,East Williamsburg,3071340,3030790020,3050500,BOERUM STREET,MCKIBBIN STREET,SW,81742,"(40.705768, -73.94303)"
LINK-021504,Brooklyn,306,39,40.681596,-73.977038,Live,50 5 AVENUE,11217,bk-06-145891,08/15/2017 12:00:00 AM,07/20/2017 12:00:00 AM,Park Slope-Gowanus,3018442,3009300045,3012901,BERGEN STREET,DEAN STREET,SW,81814,"(40.681596, -73.977038)"
LINK-014407,Queens,404,21,40.74897101,-73.8704887,Live,95-36 ROOSEVELT AVENUE,11372,qu-04-111122,09/08/2017 12:00:00 AM,07/22/2017 12:00:00 AM,Elmhurst,4039774,4015930008,4046500,WARREN STREET,95 STREET,SW,,"(40.74897101, -73.8704887)"
LINK-010320,Manhattan,104,3,40.76956734,-73.98809867,Live,886 10 AVENUE,10019,mn-04-136065,02/08/2018 12:00:00 AM,11/04/2017 12:00:00 AM,Clinton,1026899,1010670062,1013900,WEST 58 STREET,WEST 57 STREET,SE,,"(40.76956734, -73.98809867)"
LINK-000371,Manhattan,106,2,40.74148709,-73.98148039,Live,161 EAST 27 STREET,10016,mn-06-136126,04/10/2018 12:00:00 AM,02/26/2018 12:00:00 AM,Gramercy,1018177,1008830044,1006800,BROADWAY ALLEY,LEXINGTON AVENUE,NW,,"(40.74148709, -73.98148039)"
LINK-000272,Manhattan,106,2,40.740573,-73.981729,Live,355 3 AVENUE,10010,mn-06-121539,01/27/2016 12:00:00 AM,01/15/2016 12:00:00 AM,Murray Hill-Kips Bay,1019844,1009060055,1006600,EAST 26 STREET,EAST 25 STREET,SE,,"(40.740573, -73.981729)"
LINK-000902,Manhattan,111,8,40.7922967,-73.94398813,Live,1945 3 AVENUE,10029,mn-11-120222,06/15/2016 12:00:00 AM,05/20/2016 12:00:00 AM,East Harlem South,1080688,1016560001,1017000,EAST 107 STREET,EAST 108 STREET,NE,,"(40.7922967, -73.94398813)"
LINK-000878,Manhattan,108,5,40.77860514,-73.95371545,Live,206 EAST 86 STREET,10028,mn-08-134748,04/15/2016 12:00:00 AM,02/22/2016 12:00:00 AM,Yorkville,1087920,1015317501,1014601,3 AVENUE,2 AVENUE,SE,,"(40.77860514, -73.95371545)"
LINK-010430,Queens,403,25,40.74753882,-73.88549761,Live,80-05 ROOSEVELT AVENUE,11372,qu-03-100928,09/25/2017 12:00:00 AM,08/19/2017 12:00:00 AM,Jackson Heights,4030000,4012910045,4028300,80 STREET,81 STREET,NE,,"(40.74753882, -73.88549761)"
LINK-000528,Manhattan,104,3,40.75883097,-73.98877954,Live,705 8 AVENUE,10036,mn-04-108485,04/11/2016 12:00:00 AM,03/11/2016 12:00:00 AM,Clinton,1024992,1010350036,1012100,WEST 44 STREET,WEST 45 STREET,NW,,"(40.75883097, -73.98877954)"
LINK-005579,Bronx,207,14,40.867038,-73.896537,Live,30 EAST KINGSBRIDGE ROAD,10468,bx-07-145690,11/08/2016 12:00:00 AM,08/27/2016 12:00:00 AM,Bedford Park-Fordham North,2014144,2031910043,2040100,MORRIS AVENUE,JEROME AVENUE,SW,81349,"(40.867038, -73.896537)"
LINK-014013,Manhattan,105,2,40.744614,-73.985069,Live,25 EAST 29 STREET,10016,mn-05-123789,06/21/2017 12:00:00 AM,01/29/2017 12:00:00 AM,Midtown-Midtown South,1016929,1008590024,1007400,MADISON AVENUE,PARK AVENUE,NE,,"(40.744614, -73.985069)"
LINK-003871,Manhattan,107,7,40.796374,-73.968542,Live,817 AMSTERDAM AVENUE,10025,mn-07-108104,10/10/2016 12:00:00 AM,07/30/2016 12:00:00 AM,Upper West Side,1088438,1018527502,1018500,WEST 100 STREET,WEST 99 STREET,SE,,"(40.796374, -73.968542)"
LINK-018414,Staten Island,502,50,40.58990771,-74.10090436,Live,1630 RICHMOND ROAD,10304,si-02-145835,05/25/2017 12:00:00 AM,04/10/2017 12:00:00 AM,Old Town-Dongan Hills-South Beach,5050552,5035300017,5011401,LIBERTY AVENUE,BUEL AVENUE,SE,81710,"(40.58990771, -74.10090436)"
LINK-011178,Manhattan,106,2,40.73675561,-73.98186157,Live,371 2 AVENUE,10010,mn-06-134564,04/10/2018 12:00:00 AM,01/24/2018 12:00:00 AM,Gramercy,1019644,1009020030,1006400,EAST 21 STREET,EAST 22 STREET,NW,,"(40.73675561, -73.98186157)"
LINK-003312,Manhattan,105,4,40.76032636,-73.98369329,Live,737 7 AVENUE,10019,mn-05-144692,06/12/2017 12:00:00 AM,05/13/2017 12:00:00 AM,Midtown-Midtown South,1022699,1010017501,1012500,WEST 49 STREET,WEST 48 STREET,SE,,"(40.76032636, -73.98369329)"
LINK-020994,Queens,402,26,40.74432049,-73.95348371,Live,47-43 VERNON BOULEVARD,11101,qu-02-146059,04/24/2018 12:00:00 AM,01/17/2018 12:00:00 AM,Hunters Point-Sunnyside-West Maspeth,4000266,4000450002,4000700,48 AVENUE,47 ROAD,NE,82041,"(40.74432049, -73.95348371)"
LINK-021397,Queens,409,32,40.697047,-73.837293,Live,86-56 111 STREET,11418,qu-09-145878,08/23/2017 12:00:00 AM,07/15/2017 12:00:00 AM,Richmond Hill,4192617,4092240031,4012800,JAMAICA AVENUE,86 AVENUE,NW,81801,"(40.697047, -73.837293)"
LINK-011851,Bronx,206,15,40.84740591,-73.89994835,Live,426 EAST TREMONT AVENUE,10457,bx-06-119390,01/12/2018 12:00:00 AM,10/20/2017 12:00:00 AM,Mount Hope,2009458,2029000068,2023100,PARK AVENUE,WEBSTER AVENUE,SW,,"(40.84740591, -73.89994835)"
LINK-000755,Manhattan,105,4,40.76096333,-73.97310142,Live,51 EAST 55 STREET,10022,mn-05-121964,05/10/2017 12:00:00 AM,03/18/2017 12:00:00 AM,Midtown-Midtown South,1035775,1012910051,1010200,MADISON AVENUE,PARK AVENUE,NE,,"(40.76096333, -73.97310142)"
LINK-011001,Manhattan,103,2,40.73192289,-73.98513107,Live,218 2 AVENUE,10003,mn-03-138879,08/01/2018 12:00:00 AM,03/10/2018 12:00:00 AM,East Village,1006510,1004550001,1004000,EAST 14 STREET,EAST 13 STREET,MIDBLOCK,,"(40.73192289, -73.98513107)"
LINK-000703,Manhattan,105,4,40.76232437,-73.97220317,Live,43 EAST 57 STREET,10022,mn-05-121973,06/07/2017 12:00:00 AM,04/30/2017 12:00:00 AM,Midtown-Midtown South,1035789,1012920052,1011202,MADISON AVENUE,PARK AVENUE,NE,,"(40.76232437, -73.97220317)"
LINK-000830,Manhattan,108,4,40.76590165,-73.96318025,Live,201 EAST 66 STREET,10065,mn-08-120979,06/05/2017 12:00:00 AM,04/08/2017 12:00:00 AM,Lenox Hill-Roosevelt Island,1043872,1014210001,1011800,3 AVENUE,2 AVENUE,NE,,"(40.76590165, -73.96318025)"
LINK-010616,Manhattan,104,3,40.75219823,-74.00475581,Live,281 11 AVENUE,10001,mn-04-140298,06/27/2017 12:00:00 AM,05/26/2017 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1080275,1006740001,1009900,WEST 28 STREET,WEST 29 STREET,NW,,"(40.75219823, -74.00475581)"
LINK-001788,Bronx,205,14,40.853157,-73.905403,Live,101 EAST BURNSIDE AVENUE,10453,bx-05-119592,07/07/2016 12:00:00 AM,06/09/2016 12:00:00 AM,Mount Hope,2092406,2031690001,2024100,MORRIS AVENUE,CRESTON AVENUE,NE,,"(40.853157, -73.905403)"
LINK-023349,Bronx,203,17,40.82392555,-73.90854944,Live,574 EAST 163 STREET,10456,bx-03-146064,05/31/2018 12:00:00 AM,02/25/2018 12:00:00 AM,Morrisania-Melrose,2004376,2026200025,2014100,3 AVENUE,EAGLE AVENUE,SE,82123,"(40.82392555, -73.90854944)"
LINK-011761,Brooklyn,308,35,40.670115,-73.950627,Live,529 EASTERN PARKWAY,11216,bk-08-126469,02/23/2017 12:00:00 AM,02/03/2017 12:00:00 AM,Crown Heights North,3032633,3012610034,3031702,NOSTRAND AVENUE,RODGERS AVENUE,NW,,"(40.670115, -73.950627)"
LINK-001780,Bronx,205,14,40.86063,-73.902369,Live,2374 JEROME AVENUE,10468,bx-05-119606,07/01/2016 12:00:00 AM,06/09/2016 12:00:00 AM,Fordham South,2014093,2031880001,2023900,EAST 184 STREET,EAST FORDHAM ROAD,NE,,"(40.86063, -73.902369)"
LINK-011071,Manhattan,104,3,40.74282792,-73.99300348,Live,711 6 AVENUE,10011,mn-04-134100,07/06/2018 12:00:00 AM,02/12/2018 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1014803,1007980049,1009100,WEST 23 STREET,WEST 22 STREET,SW,,"(40.74282792, -73.99300348)"
LINK-011082,Manhattan,104,3,40.74241855,-74.00444413,Installed,89 9 AVENUE,10011,mn-04-135171,,08/07/2018 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1078408,1007140031,1008300,WEST 16 STREET,WEST 17 STREET,NW,,"(40.74241855, -74.00444413)"
LINK-018390,Bronx,204,14,40.84388121,-73.91292955,Live,1605 WALTON AVENUE,10452,bx-04-145838,07/05/2017 12:00:00 AM,04/22/2017 12:00:00 AM,Mount Hope,2008153,2028470069,2022702,EAST MT EDEN AVENUE,EAST 174 STREET,MIDBLOCK,81636,"(40.84388121, -73.91292955)"
LINK-010703,Manhattan,106,4,40.7562636,-73.96418188,Installed,976 1 AVENUE,10022,mn-06-121684,,04/18/2018 12:00:00 AM,Turtle Bay-East Midtown,1076281,1013657502,1008603,EAST 54 STREET,EAST 53 STREET,SE,,"(40.7562636, -73.96418188)"
LINK-012925,Queens,402,26,40.74221127,-73.91899505,Live,45-23 GREENPOINT AVENUE,11104,qu-02-124987,03/09/2017 12:00:00 AM,02/25/2017 12:00:00 AM,Hunters Point-Sunnyside-West Maspeth,4001953,4001640001,4018300,46 STREET,45 STREET,NW,,"(40.74221127, -73.91899505)"
LINK-000915,Manhattan,111,8,40.80351567,-73.93610685,Live,2292 3 AVENUE,10035,mn-11-143675,03/22/2016 12:00:00 AM,03/02/2016 12:00:00 AM,East Harlem North,1087605,1017730020,1019600,EAST 125 STREET,EAST 124 STREET,SW,,"(40.80351567, -73.93610685)"
LINK-002075,Manhattan,112,7,40.834513,-73.944329,Live,3798 BROADWAY,10032,mn-12-135063,04/24/2018 12:00:00 AM,02/17/2018 12:00:00 AM,Washington Heights South,1084193,1021160001,1024100,WEST 157 STREET,WEST 158 STREET,SE,,"(40.834513, -73.944329)"
LINK-010161,Manhattan,105,4,40.75937884,-73.98463666,Live,704 7 AVENUE,10036,mn-05-122658,03/08/2018 12:00:00 AM,11/22/2017 12:00:00 AM,Midtown-Midtown South,1024757,1010197501,1012500,WEST 47 STREET,WEST 48 STREET,NW,,"(40.75937884, -73.98463666)"
LINK-021929,Brooklyn,305,37,40.67704253,-73.89921208,Live,22 GEORGIA AVENUE,11207,bk-05-145936,01/16/2018 12:00:00 AM,09/23/2017 12:00:00 AM,East New York,3083250,3036670018,3119800,FULTON STREET,JAMAICA AVENUE,SW,81894,"(40.67704253, -73.89921208)"
LINK-012788,Manhattan,107,7,40.79871675,-73.96311539,Installed,921 COLUMBUS AVENUE,10025,mn-07-136701,,04/14/2018 12:00:00 AM,Upper West Side,1055593,1018410003,1018900,WEST 105 STREET,WEST 106 STREET,MIDBLOCK,,"(40.79871675, -73.96311539)"
LINK-000493,Manhattan,104,3,40.74737717,-73.99712687,Live,327 8 AVENUE,10001,mn-04-123656,05/12/2016 12:00:00 AM,04/26/2016 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1082792,1007510001,1009700,WEST 26 STREET,WEST 27 STREET,NW,,"(40.74737717, -73.99712687)"
LINK-019899,Queens,404,25,40.74073714,-73.87936018,Live,83-23 BROADWAY,11373,qu-04-145913,09/07/2017 12:00:00 AM,08/19/2017 12:00:00 AM,Elmhurst,4314501,4015800105,4047100,DONGAN AVENUE,CORNISH AVENUE,NE,81844,"(40.74073714, -73.87936018)"
LINK-000908,Manhattan,111,8,40.797709,-73.940035,Live,2119 3 AVENUE,10029,mn-11-116230,03/22/2016 12:00:00 AM,03/05/2016 12:00:00 AM,East Harlem North,1076374,1016650048,1018800,EAST 116 STREET,EAST 115 STREET,SE,,"(40.797709, -73.940035)"
LINK-021280,Brooklyn,301,33,40.72194342,-73.95977484,Live,43 NORTH 10 STREET,11249,bk-01-146041,02/01/2018 12:00:00 AM,12/19/2017 12:00:00 AM,North Side-South Side,3061586,3022950001,3055700,KENT AVENUE,WYTHE AVENUE,NE,81960,"(40.72194342, -73.95977484)"
LINK-010257,Manhattan,112,10,40.84356713,-73.93780684,Live,1238 ST. NICHOLAS AVENUE,10032,mn-12-111621,03/29/2018 12:00:00 AM,02/03/2018 12:00:00 AM,Washington Heights South,1063086,1021290001,1025300,WEST 172 STREET,WEST 173 STREET,NE,,"(40.84356713, -73.93780684)"
LINK-014133_Old,Queens,401,26,40.75607269,-73.91297466,Live,47-16 BROADWAY,11103,qu-01-140339,05/23/2017 12:00:00 AM,04/22/2017 12:00:00 AM,Astoria,4013130,4007230040,4016100,48 STREET,47 STREET,SW,,"(40.75607269, -73.91297466)"
LINK-010890,Bronx,201,17,40.81675132,-73.92295481,Live,522 MORRIS AVENUE,10451,bx-01-116415,03/06/2017 12:00:00 AM,01/21/2017 12:00:00 AM,Melrose South-Mott Haven North,2091151,2023300001,2006500,EAST 148 STREET,EAST 149 STREET,NE,,"(40.81675132, -73.92295481)"
LINK-014226,Manhattan,103,1,40.71716821,-73.99907941,Live,210 CANAL STREET,10013,mn-03-108162,12/15/2016 12:00:00 AM,10/19/2016 12:00:00 AM,Chinatown,1085449,1001997501,1002900,BAXTER STREET,MULBERRY STREET,MIDBLOCK,,"(40.71716821, -73.99907941)"
LINK-010368,Bronx,201,17,40.81876868,-73.91644985,Live,652A MELROSE AVENUE,10455,bx-01-111740,04/20/2018 12:00:00 AM,03/19/2018 12:00:00 AM,Melrose South-Mott Haven North,2001356,2023740073,2006700,EAST 153 STREET,EAST 152 STREET,SE,,"(40.81876868, -73.91644985)"
LINK-000270,Manhattan,106,2,40.74021823,-73.98198848,Live,341 3 AVENUE,10010,mn-06-134921,05/09/2018 12:00:00 AM,03/18/2018 12:00:00 AM,Murray Hill-Kips Bay,1019821,1009060001,1006600,EAST 25 STREET,EAST 26 STREET,NE,,"(40.74021823, -73.98198848)"
LINK-000480,Manhattan,105,3,40.757753,-73.989252,Live,678 8 AVENUE,10036,mn-05-121354,04/06/2016 12:00:00 AM,03/11/2016 12:00:00 AM,Midtown-Midtown South,1087141,1010140058,1011900,WEST 42 STREET,WEST 43 STREET,SE,,"(40.757753, -73.989252)"
LINK-000538,Manhattan,104,3,40.73971856,-74.00221656,Live,265 WEST 14 STREET,10011,mn-04-123541,04/07/2016 12:00:00 AM,03/11/2016 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1013711,1007640001,1008100,8 AVENUE,7 AVENUE,NE,,"(40.73971856, -74.00221656)"
LINK-021406,Queens,409,32,40.69260724,-73.8564538,Live,87-26 JAMAICA AVENUE,11421,qu-09-145911,10/04/2017 12:00:00 AM,08/19/2017 12:00:00 AM,Woodhaven,4184004,4089250010,4001600,88 STREET,87 STREET,SW,81810,"(40.69260724, -73.8564538)"
LINK-018209,Queens,402,26,40.74228717,-73.95333647,Live,10-31 JACKSON AVENUE,11101,qu-02-145783,03/22/2017 12:00:00 AM,03/04/2017 12:00:00 AM,Hunters Point-Sunnyside-West Maspeth,4000229,4000410015,4000700,50 AVENUE,51 AVENUE,MIDBLOCK,81609,"(40.74228717, -73.95333647)"
LINK-002056,Manhattan,109,7,40.826928,-73.949868,Live,598 WEST 146 STREET,10031,mn-09-134826,03/13/2018 12:00:00 AM,10/28/2017 12:00:00 AM,Hamilton Heights,1061956,1020770059,1022900,AMSTERDAM AVENUE,BROADWAY,SE,,"(40.826928, -73.949868)"
LINK-000317,Manhattan,106,4,40.75140578,-73.97414247,Live,676 3 AVENUE,10017,mn-06-121536,02/28/2016 12:00:00 AM,02/07/2016 12:00:00 AM,Turtle Bay-East Midtown,1036161,1012970033,1009200,EAST 42 STREET,EAST 43 STREET,SW,,"(40.75140578, -73.97414247)"
LINK-000994,Manhattan,107,6,40.78724687,-73.97764565,Live,2321 BROADWAY,10024,mn-07-133810,12/14/2016 12:00:00 AM,11/02/2016 12:00:00 AM,Upper West Side,1033104,1012327501,1017100,WEST 84 STREET,WEST 85 STREET,NW,,"(40.78724687, -73.97764565)"
LINK-019724,Queens,406,29,40.72073474,-73.84588685,Live,107-09 70 ROAD,11375,qu-06-145961,10/27/2017 12:00:00 AM,09/30/2017 12:00:00 AM,Forest Hills,4314647,4032380023,4071100,AUSTIN STREET,QUEENS BOULEVARD,SE,81755,"(40.72073474, -73.84588685)"
LINK-011194,Queens,404,25,40.74679775,-73.89121486,Live,74-04 ROOSEVELT AVENUE,11372,qu-04-136360,08/25/2017 12:00:00 AM,07/08/2017 12:00:00 AM,Elmhurst,4036717,4014850023,4026700,74 STREET,75 STREET,SE,,"(40.74679775, -73.89121486)"
LINK-014440,Brooklyn,302,33,40.69472554,-73.9942271,Installed,128 MONTAGUE STREET,11201,bk-02-126904,,11/10/2017 12:00:00 AM,Brooklyn Heights-Cobble Hill,3002077,3002490025,3000502,HENRY STREET,CLINTON STREET,SE,,"(40.69472554, -73.9942271)"
LINK-002525,Brooklyn,302,33,40.6886723,-73.98371008,Live,36 BOND STREET,11201,bk-02-142293,03/24/2017 12:00:00 AM,02/23/2017 12:00:00 AM,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3329446,3001650029,3003700,LIVINGSTON STREET,SCHERMERHORN STREET,SW,,"(40.6886723, -73.98371008)"
LINK-012325,Manhattan,105,4,40.74671976,-73.98593572,Live,302 5 AVENUE,10001,mn-05-136688,05/10/2017 12:00:00 AM,03/18/2017 12:00:00 AM,Midtown-Midtown South,1015816,1008330038,1007600,WEST 31 STREET,WEST 32 STREET,NW,,"(40.74671976, -73.98593572)"
LINK-000277,Manhattan,106,2,40.74153614,-73.98133262,Live,378 3 AVENUE,10016,mn-06-134559,01/17/2019 12:00:00 AM,06/20/2018 12:00:00 AM,Gramercy,1018177,1008830044,1006800,EAST 27 STREET,EAST 28 STREET,NW,,"(40.74153614, -73.98133262)"
LINK-000177,Manhattan,105,3,40.76397808,-73.98262883,Live,1701 BROADWAY,10019,mn-05-122541,07/19/2016 12:00:00 AM,04/30/2016 12:00:00 AM,Midtown-Midtown South,1024839,1010250044,1013100,WEST 54 STREET,WEST 53 STREET,SW,,"(40.76397808, -73.98262883)"
LINK-010339,Queens,403,21,40.7496063,-73.88507204,Live,81-02 37 AVENUE,11372,qu-03-143455,11/08/2017 12:00:00 AM,08/19/2017 12:00:00 AM,Jackson Heights,4030009,4012920001,4028300,81 STREET,82 STREET,SE,,"(40.7496063, -73.88507204)"
LINK-000554,Manhattan,104,3,40.76493291,-73.98433343,Live,911 8 AVENUE,10019,mn-04-122616,04/15/2016 12:00:00 AM,03/06/2016 12:00:00 AM,Clinton,1025416,1010450029,1013900,WEST 54 STREET,WEST 55 STREET,NW,,"(40.76493291, -73.98433343)"
LINK-010979,Queens,401,22,40.76150726,-73.92421781,Live,32-07 BROADWAY,11106,qu-01-100721,04/02/2018 12:00:00 AM,01/17/2018 12:00:00 AM,Astoria,4008405,4006140007,4006100,32 STREET,33 STREET,MIDBLOCK,,"(40.76150726, -73.92421781)"
LINK-000010,Brooklyn,303,36,40.69895576,-73.93893235,Live,846 BROADWAY,11206,bk-03-108944,09/06/2018 12:00:00 AM,04/10/2018 12:00:00 AM,Bushwick South,3251257,3015790034,3028501,PARK AVENUE,ELLERY STREET,SW,,"(40.69895576, -73.93893235)"
LINK-018416,Staten Island,502,50,40.59143558,-74.10086158,Live,1570 RICHMOND ROAD,10304,si-02-145829,05/25/2017 12:00:00 AM,04/10/2017 12:00:00 AM,Old Town-Dongan Hills-South Beach,5048650,5033050008,5009602,GARRETSON AVENUE,SEAVIEW AVENUE,MIDBLOCK,81712,"(40.59143558, -74.10086158)"
LINK-012543,Manhattan,109,7,40.82973306,-73.94420042,Live,1865 AMSTERDAM AVENUE,10031,mn-09-134427,06/18/2018 12:00:00 AM,03/15/2018 12:00:00 AM,Hamilton Heights,1061607,1020670001,1023501,WEST 153 STREET,WEST 152 STREET,NE,,"(40.82973306, -73.94420042)"
LINK-011295,Manhattan,112,7,40.835729,-73.940075,Live,2048 AMSTERDAM AVENUE,10032,mn-12-120469,12/02/2016 12:00:00 AM,10/22/2016 12:00:00 AM,Washington Heights South,1062868,1021200033,1024500,WEST 162 STREET,WEST 161 STREET,SW,,"(40.835729, -73.940075)"
LINK-021519,Brooklyn,306,39,40.666904,-73.991789,Live,548 4 AVENUE,11215,bk-06-145909,01/05/2018 12:00:00 AM,07/15/2017 12:00:00 AM,Park Slope-Gowanus,3398113,3010400048,3011700,15 STREET,14 STREET,NW,81829,"(40.666904, -73.991789)"
LINK-012513,Manhattan,108,4,40.768093,-73.968364,Live,21 EAST 66 STREET,10065,mn-08-120942,04/17/2017 12:00:00 AM,01/29/2017 12:00:00 AM,Upper East Side-Carnegie Hill,1041167,1013817504,1012200,MADISON AVENUE,5 AVENUE,NW,,"(40.768093, -73.968364)"
LINK-018155,Queens,402,26,40.74143396,-73.90753416,Live,46-01 58 STREET,11377,qu-02-145787,04/05/2017 12:00:00 AM,03/11/2017 12:00:00 AM,Woodside,4454475,4023137501,4024500,QUEENS BOULEVARD,47 AVENUE,SE,81564,"(40.74143396, -73.90753416)"
LINK-018203,Queens,402,26,40.74492115,-73.94766296,Live,2116 JACKSON AVENUE,11101,qu-02-145785,03/29/2017 12:00:00 AM,03/11/2017 12:00:00 AM,Hunters Point-Sunnyside-West Maspeth,4000543,4000720001,4001900,46 ROAD,ARCH STREET,SW,81603,"(40.74492115, -73.94766296)"
LINK-018406,Staten Island,502,50,40.59800199,-74.08305039,Live,1220 HYLAN BOULEVARD,10305,si-02-145735,02/28/2017 12:00:00 AM,02/19/2017 12:00:00 AM,Grasmere-Arrochar-Ft. Wadsworth,5047505,5032350004,5006400,PARKINSON AVENUE,NORWAY AVENUE,MIDBLOCK,81704,"(40.59800199, -74.08305039)"
LINK-021136,Brooklyn,301,34,40.71307988,-73.95128474,Live,2 DEVOE STREET,11211,bk-01-146022,02/14/2018 12:00:00 AM,12/02/2017 12:00:00 AM,North Side-South Side,3068930,3027670009,3051300,UNION AVENUE,LORIMER STREET,SE,81947,"(40.71307988, -73.95128474)"
LINK-010440,Queens,409,32,40.695225,-73.845226,Live,102-01 JAMAICA AVENUE,11418,qu-09-108791,07/07/2017 12:00:00 AM,05/20/2017 12:00:00 AM,Richmond Hill,4457303,4091870001,4002600,102 STREET,104 STREET,NE,,"(40.695225, -73.845226)"
LINK-013751,Manhattan,105,2,40.74646478,-73.98371405,Live,27 EAST 32 STREET,10016,mn-05-121641,02/09/2018 12:00:00 AM,10/28/2017 12:00:00 AM,Midtown-Midtown South,1017015,1008620024,1007400,MADISON AVENUE,PARK AVENUE,NE,,"(40.74646478, -73.98371405)"
LINK-000505,Manhattan,105,3,40.75269979,-73.99275642,Live,264 WEST 35 STREET,10001,mn-05-108471,05/17/2016 12:00:00 AM,04/26/2016 12:00:00 AM,Midtown-Midtown South,1014419,1007840077,1010900,8 AVENUE,7 AVENUE,SE,,"(40.75269979, -73.99275642)"
LINK-012639,Manhattan,106,2,40.73934123,-73.97998543,Live,441 2 AVENUE,10010,mn-06-135591,04/10/2018 12:00:00 AM,12/07/2017 12:00:00 AM,Murray Hill-Kips Bay,1019831,1009060024,1006600,EAST 25 STREET,EAST 26 STREET,NW,,"(40.73934123, -73.97998543)"
LINK-011469,Queens,401,22,40.76676629,-73.92127596,Live,31-02 30 AVENUE,11102,qu-01-125131,06/26/2017 12:00:00 AM,05/06/2017 12:00:00 AM,Astoria,4008486,4006150035,4006300,31 STREET,32 STREET,SE,,"(40.76676629, -73.92127596)"
LINK-010610,Manhattan,107,6,40.78577388,-73.97246279,Live,77 WEST 85 STREET,10024,mn-07-134114,04/30/2018 12:00:00 AM,03/14/2018 12:00:00 AM,Upper West Side,1031349,1011990001,1016900,COLUMBUS AVENUE,CENTRAL PARK WEST,NE,,"(40.78577388, -73.97246279)"
LINK-012250,Manhattan,102,3,40.725666,-74.00627426,Live,260 SPRING STREET,10013,mn-02-138004,01/16/2019 12:00:00 AM,08/01/2018 12:00:00 AM,SoHo-TriBeCa-Civic Center-Little Italy,1009740,1005790030,1003700,VARICK STREET,HUDSON STREET,SW,,"(40.725666, -74.00627426)"
LINK-000220,Manhattan,105,3,40.73933558,-73.99526424,Live,592 6 AVENUE,10011,mn-05-123137,04/04/2018 12:00:00 AM,02/04/2018 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1015407,1008197502,1005400,WEST 18 STREET,WEST 17 STREET,NE,,"(40.73933558, -73.99526424)"
LINK-005208,Manhattan,109,7,40.81559377,-73.95450726,Live,1417 AMSTERDAM AVENUE,10027,mn-09-140440,06/14/2017 12:00:00 AM,11/19/2016 12:00:00 AM,Manhattanville,1059619,1019690079,1021303,WEST 129 STREET,WEST 130 STREET,SE,,"(40.81559377, -73.95450726)"
LINK-000916,Manhattan,111,8,40.803731,-73.936139,Live,192 EAST 125 STREET,10035,mn-11-144673,03/28/2016 12:00:00 AM,03/19/2016 12:00:00 AM,East Harlem North,1087605,1017730020,1019600,3 AVENUE,LEXINGTON AVENUE,SW,,"(40.803731, -73.936139)"
LINK-014595,Bronx,204,16,40.840248,-73.918194,Live,1391 JEROME AVENUE,10452,bx-04-119141,07/13/2017 12:00:00 AM,06/10/2017 12:00:00 AM,Highbridge,2008289,2028560020,2021900,WEST 170 STREET,MARCY PLACE,SW,,"(40.840248, -73.918194)"
LINK-012359,Manhattan,106,4,40.75581174,-73.96459519,Live,966 1 AVENUE,10022,mn-06-121688,01/23/2019 12:00:00 AM,04/23/2018 12:00:00 AM,Turtle Bay-East Midtown,1040162,1013657501,1008603,EAST 53 STREET,EAST 54 STREET,NE,,"(40.75581174, -73.96459519)"
LINK-012535,Manhattan,107,6,40.78094218,-73.98096599,Live,215 WEST 75 STREET,10023,mn-07-121224,12/21/2018 12:00:00 AM,05/02/2018 12:00:00 AM,Upper West Side,1030839,1011677501,1016300,BROADWAY,AMSTERDAM AVENUE,NE,,"(40.78094218, -73.98096599)"
LINK-018189,Manhattan,109,9,40.81886798,-73.95187039,Live,499 WEST 135 STREET,10031,mn-09-146052,05/21/2018 12:00:00 AM,02/03/2018 12:00:00 AM,Manhattanville,1084081,1019570200,1021703,AMSTERDAM AVENUE,CONVENT AVENUE,MIDBLOCK,81593,"(40.81886798, -73.95187039)"
LINK-021524,Brooklyn,307,38,40.658808,-73.999532,Live,799 4 AVENUE,11232,bk-07-145886,08/22/2017 12:00:00 AM,07/15/2017 12:00:00 AM,Sunset Park West,3009753,3006610001,3010100,28 STREET,27 STREET,NE,81833,"(40.658808, -73.999532)"
